date,open,high,low,close,volume,dividends,stock splits,symbol,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI,SMA_20,SMA_50,SMA_200,EMA_20,EMA_50,label_tbm,label_trend
2021-10-28 00:00:00+00:00,58470.73046875,62128.6328125,58206.91796875,60622.13671875,45257083247,0.0,0.0,BTC-USD,2589.854411118249,-679.0170125932787,3268.8714237115278,56.74630702033475,60102.19765625,51851.885234375004,45296.957988281254,59082.152769215325,54158.367597735676,1,1
2021-10-29 00:00:00+00:00,60624.87109375,62927.609375,60329.96484375,62227.96484375,36856881767,0.0,0.0,BTC-USD,2536.6960195081265,-585.740323362721,3122.4363428708475,59.74150421783978,60465.184765625,52168.616093749995,45308.630546875,59381.75391917101,54474.822391697024,0,1
2021-10-30 00:00:00+00:00,62239.36328125,62330.14453125,60918.38671875,61888.83203125,32157938616,0.0,0.0,BTC-USD,2439.086160474464,-546.680145917107,2985.766306391571,58.81521344086497,60821.0474609375,52508.71453124999,45300.557421875,59620.52326317853,54765.56786775793,0,1
2021-10-31 00:00:00+00:00,61850.48828125,62406.171875,60074.328125,61318.95703125,32241199927,0.0,0.0,BTC-USD,2289.355232052367,-557.1288594713637,2846.4840915237305,57.209982657673116,61012.75585937501,52831.06453125,45291.60373046875,59782.27886013772,55022.56352122821,1,1
2021-11-01 00:00:00+00:00,61320.44921875,62419.00390625,59695.18359375,61004.40625,36150572843,0.0,0.0,BTC-USD,2120.862787268081,-580.4970434045199,2701.3598306726008,56.29665576541812,61260.923242187506,53129.887265625,45280.055703125,59898.67194488651,55257.14558902318,1,-1
2021-11-02 00:00:00+00:00,60963.25390625,64242.79296875,60673.0546875,63226.40234375,37746665647,0.0,0.0,BTC-USD,2141.9369102317432,-447.5383363526862,2589.4752465844294,61.02955249533285,61552.18847656251,53495.153828124996,45288.32376953125,60215.59864954018,55569.66546175757,-1,-1
2021-11-03 00:00:00+00:00,63254.3359375,63516.9375,61184.23828125,62970.046875,36124731509,0.0,0.0,BTC-USD,2113.5884288900997,-380.70945415546385,2494.2978830455636,60.21927853125013,61834.614648437506,53812.704921875,45299.754902343746,60477.92705196493,55859.876497571,-1,1
2021-11-04 00:00:00+00:00,62941.8046875,63123.2890625,60799.6640625,61452.23046875,32615846901,0.0,0.0,BTC-USD,1946.212230999743,-438.46852163665653,2384.6807526363996,55.51928856441645,61827.528710937506,54078.222578125,45325.93513671875,60570.71785356351,56079.184496440765,0,-1
2021-11-05 00:00:00+00:00,61460.078125,62541.46875,60844.609375,61125.67578125,30605102446,0.0,0.0,BTC-USD,1766.848029877685,-494.26617820697174,2261.1142080846566,54.53313798467958,61839.203515625006,54345.06890625,45352.9421875,60623.570989533655,56277.08611545289,1,-1
2021-11-06 00:00:00+00:00,61068.875,61590.68359375,60163.78125,61527.48046875,29094934221,0.0,0.0,BTC-USD,1638.2382971765983,-498.3007287264468,2136.539025903045,55.57866370516815,61837.8966796875,54630.268125,45378.21443359375,60709.657606601875,56482.983933229254,-1,-1
2021-11-07 00:00:00+00:00,61554.921875,63326.98828125,61432.48828125,63326.98828125,24726754302,0.0,0.0,BTC-USD,1662.3567845512298,-379.34579308145226,2041.702577632682,60.01349043584237,61902.94218750001,54931.240625000006,45425.31892578125,60958.9271946636,56751.376260602614,-1,-1
2021-11-08 00:00:00+00:00,63344.06640625,67673.7421875,63344.06640625,67566.828125,41125608330,0.0,0.0,BTC-USD,2000.5296407187998,-32.938349531105814,2033.4679902499056,68.09547058710932,62068.183984375006,55337.372812500005,45504.34169921875,61588.25109279088,57175.51162783389,-1,-1
2021-11-09 00:00:00+00:00,67549.734375,68530.3359375,66382.0625,66971.828125,42357991721,0.0,0.0,BTC-USD,2195.2174381068544,129.39955828555912,2065.8178798212953,66.07707047769193,62117.133593750004,55819.933359375005,45583.732578125004,62100.972714906035,57559.68090223256,-1,-1
2021-11-10 00:00:00+00:00,66953.3359375,68789.625,63208.11328125,64995.23046875,48730828378,0.0,0.0,BTC-USD,2165.056583845566,79.39096321941634,2085.6656206261496,59.74195600304193,62256.3865234375,56305.964453125,45658.45439453125,62376.616310510224,57851.27108131167,-1,-1
2021-11-11 00:00:00+00:00,64978.890625,65579.015625,64180.48828125,64949.9609375,35880633236,0.0,0.0,BTC-USD,2113.1420307622684,21.981128108895064,2091.1609026533733,59.60101746403215,62469.2712890625,56733.473515624995,45738.1829296875,62621.69675117592,58129.651075671994,-1,-1
2021-11-12 00:00:00+00:00,64863.98046875,65460.81640625,62333.9140625,64155.94140625,36084893887,0.0,0.0,BTC-USD,1985.0462555601116,-84.89171767460948,2069.937973234721,57.0584069371162,62607.3875,57118.69039062501,45788.8538671875,62767.8152897544,58365.976186675056,-1,-1
2021-11-13 00:00:00+00:00,64158.12109375,64915.67578125,63303.734375,64469.52734375,30474228777,0.0,0.0,BTC-USD,1887.080110395349,-146.2862902714976,2033.3664006668466,57.823660098651494,62784.3220703125,57551.2859375,45836.03591796875,62929.883104420645,58605.33113401133,-1,-1
2021-11-14 00:00:00+00:00,64455.37109375,65495.1796875,63647.80859375,65466.83984375,25122092191,0.0,0.0,BTC-USD,1868.3785139227257,-131.9903093952969,2000.3688233180226,60.24985172955912,62905.6728515625,58006.290859375,45889.246601562496,63171.498031975825,58874.40990694226,-1,-1
2021-11-15 00:00:00+00:00,65521.2890625,66281.5703125,63548.14453125,63557.87109375,30558763548,0.0,0.0,BTC-USD,1680.1517957299511,-256.17362207045744,1936.3254178004086,53.86284017754597,63065.376757812504,58413.2775,45939.26041015625,63208.295466430514,59058.07505152296,-1,-1
2021-11-16 00:00:00+00:00,63721.1953125,63721.1953125,59016.3359375,60161.24609375,46844335592,0.0,0.0,BTC-USD,1242.5778507557843,-554.9980536356995,1797.5759043914838,44.768908423872574,63149.319726562506,58771.7878125,45951.31576171875,62918.100288079986,59101.33666102206,-1,-1
2021-11-17 00:00:00+00:00,60139.62109375,60823.609375,58515.41015625,60368.01171875,39178392930,0.0,0.0,BTC-USD,902.0829539725382,-716.3943603351568,1618.477314307695,45.373526360406025,63136.6134765625,59158.457187500004,45964.01556640625,62675.234710048564,59151.01019269767,-1,-1
2021-11-18 00:00:00+00:00,60360.13671875,60948.5,56550.79296875,56942.13671875,41388338699,0.0,0.0,BTC-USD,351.7441265329835,-1013.3865502197691,1365.1306767527526,37.958905633041105,62872.322070312504,59466.01265625001,45965.570859375,62129.22537754394,59064.38770352326,-1,-1
2021-11-19 00:00:00+00:00,56896.12890625,58351.11328125,55705.1796875,58119.578125,38702407772,0.0,0.0,BTC-USD,10.48545223952533,-1083.7161796105818,1094.201631850107,41.49736574576582,62683.859375,59752.586328125,45970.16728515625,61747.35421063499,59027.336347502736,-1,-1
2021-11-20 00:00:00+00:00,58115.08203125,59859.87890625,57469.7265625,59697.1953125,30624264863,0.0,0.0,BTC-USD,-131.15214317261416,-980.2830200181771,849.130876845563,45.94583909216015,62602.771289062504,59984.19140625,46001.98556640625,61552.10098224118,59053.60532652224,-1,-1
2021-11-21 00:00:00+00:00,59730.5078125,60004.42578125,58618.9296875,58730.4765625,26123447605,0.0,0.0,BTC-USD,-317.7443231317302,-933.5001599818346,615.7558368501044,43.75049914812185,62489.0748046875,60204.571171874995,46008.51791015625,61283.37484702773,59040.93361028608,-1,-1
2021-11-22 00:00:00+00:00,58706.84765625,59266.359375,55679.83984375,56289.2890625,35036121783,0.0,0.0,BTC-USD,-655.0523635768332,-1016.6465603415501,361.5941967647169,38.71932809244172,62142.219140625006,60366.357890625,46007.98177734375,60807.747629453654,58933.02598096114,-1,-1
2021-11-23 00:00:00+00:00,56304.5546875,57875.515625,55632.76171875,57569.07421875,37485803899,0.0,0.0,BTC-USD,-809.7689370614316,-937.0905070609189,127.3215699994872,42.455367967381896,61872.1705078125,60535.481328124995,46009.045136718756,60499.30254271997,58879.5376765607,-1,-1
